Tahun;P;Provinsi;Kabupaten/Kota;Nama Fasilitas;Jenis;Status;Sampahmasuk (kg/thn);Sampahterkelola (kg/thn);Bahan baku Pakan Ternak;Bahan baku Kompos;Bahan baku Daur Ulang;Bahan baku Up-cycle;Alamat;Kelurahan;Kecamatan;Pengelola
2023;1;Aceh;Kab. Simeulue;DS;BSU;A;600,00;600,00;0,00;0,00;600,00;0,00;Jln. T. Umar;;;LSM
2023;1;Aceh;Kab. Simeulue;Sarok Fulawan;BSU;A;600,00;600,00;0,00;0,00;600,00;0,00;Jln. T. Umar;;;LSM
2023;1;Aceh;Kab. Simeulue;DS;BSU;A;600,00;600,00;0,00;0,00;600,00;0,00;Jln. T. Umar;;;LSM
2023;1;Aceh;Kab. Simeulue;Sarok Fulawan;BSU;A;600,00;600,00;0,00;0,00;600,00;0,00;Jln. T. Umar;;;LSM
2023;1;Aceh;Kota Banda Aceh;Bank Sampah Unit Unsyiah;BSU;A;8.866,60;8.858,20;0,00;0,00;8.858,20;0,00;Jl. Syech Abdurrauf;Kopelma Darussalam;Syiah Kuala;LSM
2023;1;Aceh;Kota Banda Aceh;Bank Sampah Unit Subur Makmur;BSU;A;409,20;409,20;0,00;0,00;409,20;0,00;Jl. Twk hasyim Banta Muda;Laksana;Kuta Alam;Masyarakat
2023;1;Aceh;Kota Banda Aceh;Bank Sampah Unit WCP Alue Deah Teungoh;BSU;A;2.948,40;2.936,40;0,00;0,00;2.936,40;0,00;Jl. Rama setia;Alue Deah Teungoh;Meuraxa;Masyarakat
2023;1;Aceh;Kota Banda Aceh;Bank Sampah Unit Bank Sampah WCP Deah Glumpang;BSU;A;2.166,40;2.149,60;0,00;0,00;2.149,60;0,00;Jl. Rama Setia;Deah Glumpang;Meuraxa;Masyarakat
2023;1;Aceh;Kota Banda Aceh;Bank Sampah Unit Bank Sampah WCP Kopelma Darussalam;BSU;A;691,68;679,68;0,00;0,00;679,68;0,00;Jl. Siyung yung;Kopelma Darussalam;Syiah Kuala;Masyarakat
2023;1;Aceh;Kota Banda Aceh;Bank Sampah Unit Bank sampah WCP Pie;BSU;A;326,53;314,53;0,00;0,00;314,53;0,00;Jl. Prof Ibrahim Hasan;Gampong Pie;Meuraxa;Masyarakat
2023;1;Aceh;Kota Banda Aceh;Bank Sampah Unit Bank Sampah WCP Seutui;BSU;A;694,80;687,60;0,00;0,00;687,60;0,00;Jl. Mushalla Sibayak;Seutui;Baiturrahman;Masyarakat
2023;1;Aceh;Kota Banda Aceh;Bank Sampah Unit Bank Sampah WCP Peurada;BSU;A;443,60;442,40;0,00;0,00;424,40;18,00;Jl. Flamboyan;Peurada;Syiah Kuala;Masyarakat
2023;1;Aceh;Kota Banda Aceh;Bank Sampah Unit Bank Sampah Guna Bersama;BSU;A;12.004,50;12.004,50;0,00;0,00;12.004,50;0,00;Jl. Pemuda;Surien;Meuraxa;LSM
2023;1;Aceh;Kota Banda Aceh;Bank Sampah Unit Bank Sampah Lambung Lestari;BSU;A;1.502,80;1.502,80;0,00;0,00;1.502,80;0,00;Jl. Melati;Lambung;Meuraxa;LSM
2023;1;Aceh;Kota Banda Aceh;Bank Sampah Unit Bank Sampah Mitra;BSU;A;1.027,20;1.026,00;0,00;0,00;1.026,00;0,00;Jl. Tgk Lam Oe Nomor 2;Kota Baru;Kuta Alam;Masyarakat
2023;1;Aceh;Kota Banda Aceh;Bank Sampah Unit Bank Sampah WCP Lambaro skep;BSU;A;573,00;561,00;0,00;0,00;561,00;0,00;Jl. Diwai Makam;Lambaro Skep;Kuta Alam;Masyarakat
2023;1;Aceh;Kota Banda Aceh;Bank Sampah WCP Lamjamee;BSU;A;824,60;817,40;0,00;0,00;817,40;0,00;Jl. Utama No. 99;Lamjamee;Meuraxa;Masyarakat
2023;1;Aceh;Kota Banda Aceh;Bank Sampah WCP Neusu Aceh;BSU;A;486,80;474,80;0,00;0,00;474,80;0,00;Jalan melati;Gampong Neusu Aceh;Baiturrahman;Masyarakat
2023;1;Aceh;Kota Banda Aceh;Bank Sampah WCP Blang;BSU;A;586,56;586,20;0,00;0,00;586,20;0,00;Jalan Pendidikan Komplek Kantor Keuchik;Gampong Blang;Meuraxa;Masyarakat
2023;1;Aceh;Kota Banda Aceh;Bank Sampah Unit WCP Penyerat;BSU;A;527,70;515,70;0,00;0,00;458,10;57,60;Jln. T. Di Lhong I, Lr. Cot Geulundong II, Dusun Keuchik Mahmud,;;;Masyarakat
2023;1;Aceh;Kota Langsa;Bank Sampah Unit SDN 2 Matang Seulimeng;BSU;A;120,00;120,00;0,00;0,00;60,00;60,00;Jalan Prof. Majid Ibrahim;Matang Seulimeng;Langsa Barat;LSM
2023;1;Aceh;Kota Langsa;Bank Sampah Unit SDN 1 LANGSA;BSU;A;180,00;180,00;0,00;60,00;60,00;60,00;Jalan Cut Nyak Dhien;Jawa;Langsa Kota;LSM
2023;1;Aceh;Kota Langsa;Bank Sampah Unit SDN TIMBANG LANGSA;BSU;A;84,00;72,00;0,00;0,00;48,00;24,00;Jalan Medan Banda Aceh;Timbang Langsa;Langsa Baro;LSM
2023;1;Aceh;Kota Langsa;Bank Sampah Unit SDN 5 Langsa;BSU;A;360,00;360,00;0,00;60,00;156,00;144,00;Jalan Teuku Chik Thaeb;Jawa Tengah;Langsa Kota;LSM
2023;1;Aceh;Kota Langsa;Bank Sampah Unit SD Negeri 3 Langsa;BSU;A;180,00;180,00;0,00;60,00;60,00;60,00;Panglima Polem;Jawa;Langsa kota;LSM
2023;1;Aceh;Kota Langsa;Bank Sampah Unit SDN 1 Kebun Lama;BSU;A;120,00;120,00;0,00;36,00;36,00;48,00;Jalan Kebun Lama;Pondok Pabrik;Langsa Lama;LSM
2023;1;Aceh;Kota Langsa;Bank Sampah Unit SD N 11 Langsa Kota;BSU;A;204,00;204,00;0,00;96,00;84,00;24,00;Jln. Muhayatsyah No. 10;Daulat;Langsa Kota;LSM
2023;1;Aceh;Kota Langsa;Bank Sampah Unit TK Kartika XIV-I;BSU;A;72,00;60,00;0,00;0,00;48,00;12,00;Jalan A. Yahi;Paya Bujok Seulemak;Langsa Baro;LSM
2023;1;Aceh;Kota Langsa;Bank Sampah Unit SD Gampong Teungoh;BSU;A;132,00;120,00;0,00;0,00;72,00;48,00;Teungoh;Teungoh;Langsa kota;LSM
2023;1;Aceh;Kota Langsa;TK. Kartika XIV-5;BSU;A;96,00;84,00;0,00;0,00;48,00;36,00;Jalan A. Yani No. 67;Jawa;Langsa Kota;LSM
2023;1;Aceh;Kota Langsa;TK N TM BAHRUM;BSU;A;60,00;60,00;0,00;0,00;36,00;24,00;Jalan TM. Bahrum;Paya Bujok Seulemak;Langsa Baro;LSM
2023;1;Aceh;Kota Langsa;TKN Pembina Langsa TImur;BSU;A;60,00;60,00;0,00;0,00;36,00;24,00;Langsa Timur;;Langsa TImur;LSM
2023;1;Aceh;Kota Langsa;SMPN 6;BSU;A;84,00;84,00;0,00;0,00;48,00;36,00;Jalan Perumnas;Birem Puntong;Langsa Baro;LSM
2023;1;Aceh;Kota Langsa;SDN Sungai Pauh;BSU;A;96,00;96,00;0,00;0,00;48,00;48,00;Jalan H. Agussalim;Sungai Pauh;Langsa Barat;LSM
2023;1;Aceh;Kota Langsa;Tk n pembina Langsa baro;BSU;A;60,00;60,00;0,00;0,00;36,00;24,00;Jl PTPN 1 kebun baru gedubang Aceh;;;LSM
2023;1;Aceh;Kota Langsa;TK SIWI KENCANA;BSU;A;60,00;60,00;0,00;0,00;36,00;24,00;Jl. Panglatif PB. Tunong;;;LSM
2023;1;Aceh;Kota Langsa;TK TAMAN INDRIA;BSU;A;120,00;120,00;0,00;0,00;72,00;48,00;JL. Ade Irma Suryani;;;LSM
2023;1;Aceh;Kota Langsa;TK AISYAH PUTRI;BSU;A;72,00;72,00;0,00;0,00;36,00;36,00;JL. Lilawangsa Gg. Mulia geudubang jawa;;;LSM
2023;1;Aceh;Kota Langsa;SDN 10 LANGSA;BSU;A;96,00;96,00;0,00;24,00;36,00;36,00;Jl Syah Kuala Lr.peutua Husen;;;LSM
2023;1;Aceh;Kota Langsa;Bank Sampah Unit TK Buah Hati Langsa Lama;BSU;A;120,00;120,00;0,00;0,00;72,00;48,00;Jalan Mesjid No DA. 25;Sidodadi;Langsa Lama;LSM
2023;1;Aceh;Kota Langsa;SDN 2 ALUE DUA;BSU;A;144,00;144,00;0,00;36,00;60,00;48,00;Jl Medan-Banda Aceh km 7,5;;;LSM
2023;1;Aceh;Kota Langsa;Bank Sampah Unit SD NEGERI PERUMNAS;BSU;A;132,00;132,00;0,00;0,00;84,00;48,00;Jalan Perumnas;Paya Bujok Seulemak;Langsa Baro;LSM
2023;1;Aceh;Kota Langsa;SDN 15 LANGSA;BSU;A;120,00;120,00;0,00;0,00;72,00;48,00;Jl Syah Kuala Lr.peutua Husen;;;LSM
2023;1;Aceh;Kota Langsa;Bank Sampah Unit SMK N.1 LANGSA;BSU;A;300,00;288,00;0,00;0,00;132,00;156,00;jalan ahmad yani;Tualang Teungoh;Langsa Kota;LSM
2023;1;Aceh;Kota Langsa;TK BA WIYATA MANDALA;BSU;A;120,00;120,00;0,00;0,00;60,00;60,00;Jl baru kantor camat Langsa lama;;;LSM
2023;1;Aceh;Kota Langsa;Bank Sampah Unit SDN 13 Matang Seulimeng;BSU;A;240,00;240,00;0,00;0,00;120,00;120,00;Jalan panglima Polem;Matang Seulimeng;Langsa Barat;LSM
2023;1;Aceh;Kota Langsa;SD ALUE PINEUNG;BSU;A;120,00;120,00;0,00;0,00;60,00;60,00;Jl Medan-Banda Aceh;;;LSM
2023;1;Aceh;Kota Langsa;Bank Sampah Unit SD.Swasta Al-Kautsar;BSU;A;180,00;180,00;0,00;0,00;120,00;60,00;Jalan Kuala Langsa;Sungai Pauh;Langsa Barat;Masyarakat
2023;1;Aceh;Kota Langsa;Bank Sampah Unit  SDN 2 Langsa;BSU;A;300,00;300,00;0,00;60,00;132,00;108,00;Jl. Panglima Polem;;;LSM
2023;1;Aceh;Kota Langsa;Bank Sampah Unit SDN Seuriget;BSU;A;180,00;180,00;0,00;0,00;84,00;96,00;Jalan Seuriget;Seuriget;Langsa Barat;LSM
2023;1;Aceh;Kota Langsa;Bank Sampah Unit SDN 2 Paya Bujok Tunong;BSU;A;120,00;120,00;0,00;0,00;60,00;60,00;T. Chik Ditiro;Paya Bujok Tunong;Langsa Baro;LSM
2023;1;Aceh;Kota Langsa;Bank Sampah Unit SMPN 3 Langsa;BSU;A;600,00;600,00;0,00;216,00;216,00;168,00;Jendral Ahmad Yani;Paya Bujok Seulemak;Langsa Baro;LSM
2023;1;Aceh;Kota Langsa;Bank Sampah Unit SDN 12 Langsa;BSU;A;180,00;180,00;0,00;0,00;108,00;72,00;Jalan Kartini;Paya Bujok Seulemak;Langsa Baro;LSM
2023;1;Aceh;Kota Langsa;Bank Sampah Unit SMP Negeri 2 Langsa;BSU;A;300,00;300,00;0,00;144,00;96,00;60,00;Jalan Tgk. Chik Ditiro;Paya Bujok Tunong;Langsa Baro;LSM
2023;1;Aceh;Kota Langsa;Bank Sampah Unit SDN 8;BSU;A;132,00;132,00;0,00;0,00;72,00;60,00;Jalan panglima polem;Jawa;Langsa Kota;LSM
2023;1;Sumatera Utara;Kota Sibolga;Bank Sampah Unit Satahi;BSU;A;2.400,00;2.400,00;312,00;240,00;1.632,00;216,00;JL. Jend Sudirman;Kel. Aek Parombunan;Sibolga Selatan;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SMAN 1 SUTERA;BSU;A;360,00;360,00;0,00;0,00;360,00;0,00;Surantih;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 30 KOTO BARU;BSU;A;360,00;360,00;0,00;0,00;360,00;0,00;Bayang;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 01 Barung Barung Belantai;BSU;A;504,00;504,00;0,00;0,00;504,00;0,00;Barung Belantai;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SMAN 1 Batang Kapas;BSU;A;360,00;360,00;0,00;120,00;240,00;0,00;Batang Kapas;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 28 PASAR GOMPONG;BSU;A;288,00;288,00;0,00;0,00;288,00;0,00;Kambang;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SMPN 3 BAYANG;BSU;A;360,00;360,00;0,00;0,00;360,00;0,00;Bayang;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 08 Painan;BSU;A;564,00;564,00;0,00;0,00;564,00;0,00;Jl. Darwis;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 21 KOTO KANDIS;BSU;A;288,00;288,00;0,00;0,00;288,00;0,00;Kambang;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 01 ASAM KUMBANG;BSU;A;180,00;180,00;0,00;0,00;180,00;0,00;Bayang;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 21 Limau Sundai;BSU;A;900,00;900,00;0,00;0,00;900,00;0,00;Batang Kapas;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 37 TAMPUNIK;BSU;A;288,00;288,00;0,00;0,00;288,00;0,00;Kambang;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah MTsN 8 PESISIR SELATAN;BSU;A;180,00;180,00;0,00;0,00;180,00;0,00;Bayang Utara;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 40 Koto Panjang;BSU;A;288,00;288,00;0,00;0,00;288,00;0,00;Koto XI Tarusan;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 27 PASAR KAMBANG;BSU;A;540,00;540,00;0,00;0,00;540,00;0,00;Kambang;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SMAN 1 IV NAGARI BAYANG UTARA;BSU;A;360,00;360,00;0,00;0,00;360,00;0,00;Bayang Utara;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SMAN 2 PAINAN;BSU;A;576,00;576,00;0,00;0,00;576,00;0,00;Painan;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SMAN 3 Painan;BSU;A;372,00;372,00;0,00;0,00;372,00;0,00;Sago Salido;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 13 PASAR KAMBANG;BSU;A;360,00;360,00;0,00;0,00;360,00;0,00;Kambang;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SMPN 1 PAINAN;BSU;A;732,00;732,00;0,00;0,00;732,00;0,00;Painan;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SMPN 2 TARUSAN;BSU;A;720,00;720,00;0,00;0,00;720,00;0,00;Koto XI Tarusan;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 35 LUBUK SARIK;BSU;A;288,00;288,00;0,00;0,00;288,00;0,00;Kambang;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 13 PAINAN;BSU;A;360,00;360,00;0,00;0,00;360,00;0,00;Painan;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah  SDN 24 BARUNG-BARUNG BELANTAI;BSU;A;732,00;732,00;0,00;0,00;732,00;0,00;Koto XI Tarusan;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SMAN 1 LENGAYANG;BSU;A;540,00;540,00;0,00;0,00;540,00;0,00;Kambang;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah MTsN 4 PESISIR SELATAN;BSU;A;288,00;288,00;0,00;0,00;288,00;0,00;Koto XI Tarusan;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SMAN 3 LENGAYANG;BSU;A;360,00;360,00;0,00;0,00;360,00;0,00;Kambang;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 11 TARANDAM;BSU;A;360,00;360,00;0,00;0,00;360,00;0,00;Koto XI Tarusan;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 38 SEBERANG TAROK;BSU;A;288,00;288,00;0,00;0,00;288,00;0,00;Lakitan Selatan;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 20 TALAWI;BSU;A;468,00;468,00;0,00;0,00;468,00;0,00;Koto XI Tarusan;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 50 PULAI;BSU;A;288,00;288,00;0,00;0,00;288,00;0,00;Lakitan Tengah;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SMPN 2 PAINAN;BSU;A;372,00;372,00;0,00;0,00;372,00;0,00;Painan;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 32 TELUK RAYA;BSU;A;288,00;288,00;0,00;0,00;288,00;0,00;Koto XI Tarusan;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 01 KOTO NAN IV;BSU;A;288,00;288,00;0,00;0,00;288,00;0,00;Pelangai;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 26 PAINAN SELATAN;BSU;A;432,00;432,00;0,00;0,00;432,00;0,00;Painan Selatan;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 39 KAMPUNG PANSUR;BSU;A;360,00;360,00;0,00;0,00;360,00;0,00;Koto XI Tarusan;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SMPN 3 RANAH PESISIR;BSU;A;288,00;288,00;0,00;0,00;288,00;0,00;Ranah Pesisir;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SMPN 1 RANAH PESISIR;BSU;A;288,00;288,00;0,00;0,00;288,00;0,00;Ranah Pesisir;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 27 Sago;BSU;A;372,00;372,00;0,00;0,00;372,00;0,00;Sago;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 18 KAMPUNG PANSUR;BSU;A;540,00;540,00;0,00;0,00;540,00;0,00;Koto XI Tarusan;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah MAN 3 PESISIR SELATAN;BSU;A;360,00;360,00;0,00;0,00;360,00;0,00;Ranah Pesisir;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah MTsN 7 PESISIR SELATAN;BSU;A;468,00;468,00;0,00;0,00;468,00;0,00;GUNUNG BUNGKUK LUMPO;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 19 SUNGAI TALANG;BSU;A;504,00;444,00;0,00;0,00;444,00;0,00;Koto XI Tarusan;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SMPN 1 LINGGO SARI BAGANTI;BSU;A;288,00;288,00;0,00;0,00;288,00;0,00;AIR HAJI;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah MAN 2 PESISIR SELATAN;BSU;A;240,00;240,00;0,00;0,00;240,00;0,00;Sago;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 02 GURUN PANJANG;BSU;A;372,00;372,00;0,00;0,00;372,00;0,00;Koto XI Tarusan;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 05 PANCUNG SOAL;BSU;A;288,00;288,00;0,00;0,00;288,00;0,00;INDERAPURA;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 07 PASAR SALIDO;BSU;A;288,00;288,00;0,00;0,00;288,00;0,00;Salido;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 33 GURUN PANJANG;BSU;A;360,00;360,00;0,00;0,00;360,00;0,00;Koto XI Tarusan;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SMPN 1 PANCUNG SOAL;BSU;A;288,00;288,00;0,00;0,00;288,00;0,00;INDERAPURA;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 15 BUNGO PASANG;BSU;A;360,00;360,00;0,00;0,00;360,00;0,00;Bungo pasang;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 21 KAPUH;BSU;A;180,00;180,00;0,00;0,00;180,00;0,00;Koto XI Tarusan;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 01 PENGGANTINGAN;BSU;A;288,00;288,00;0,00;0,00;288,00;0,00;Tapan;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 22 KAMPUNG LUAR SALIDO;BSU;A;540,00;540,00;0,00;0,00;540,00;0,00;Kampung Luar Salido;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SMPN 1 TARUSAN;BSU;A;192,00;180,00;0,00;0,00;180,00;0,00;Koto XI Tarusan;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 03 MALEPANG;BSU;A;288,00;288,00;0,00;0,00;288,00;0,00;Tapan;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 34 GUNUNG BUNGKUK;BSU;A;180,00;180,00;0,00;0,00;180,00;0,00;GUNUNG BUNGKUK LUMPO;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 22 DUKU;BSU;A;540,00;540,00;0,00;0,00;540,00;0,00;Koto XI Tarusan;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 06 MALEPANG;BSU;A;288,00;288,00;0,00;0,00;288,00;0,00;Tapan;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah MIN 3 PESISIR SELATAN;BSU;A;360,00;360,00;0,00;0,00;360,00;0,00;Lumpo;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 26 NANGGALO;BSU;A;540,00;540,00;0,00;0,00;540,00;0,00;Koto XI Tarusan;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SMPN 1 BASA AMPEK BALAI TAPAN;BSU;A;360,00;360,00;0,00;0,00;360,00;0,00;Tapan;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SMPN 1 BATANG KAPAS;BSU;A;360,00;360,00;0,00;0,00;360,00;0,00;Batang Kapas;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 27 KOTO;BSU;A;360,00;360,00;0,00;0,00;360,00;0,00;Koto XI Tarusan;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 07 PADANG LEBAN;BSU;A;288,00;288,00;0,00;0,00;288,00;0,00;Padang Laban Tapan;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 06 ANAKAN;BSU;A;360,00;360,00;0,00;0,00;360,00;0,00;Batang Kapas;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 42 TALAWI;BSU;A;540,00;540,00;0,00;0,00;540,00;0,00;Koto XI Tarusan;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah MTsN  9 PESISIR SELATAN;BSU;A;288,00;288,00;0,00;0,00;288,00;0,00;Tebing Tinggi Tapan;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 02 SUNGAI NYALO;BSU;A;360,00;360,00;0,00;0,00;360,00;0,00;Sungai Nyalo;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SMPN 4 KOTO XI TARUSAN;BSU;A;360,00;360,00;0,00;0,00;0,00;360,00;Koto XI Tarusan;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 01 SUNGAI GAMBIR;BSU;A;288,00;288,00;0,00;0,00;288,00;0,00;Talang Balarik;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SMPN 2 BATANG KAPAS;BSU;A;360,00;360,00;0,00;0,00;360,00;0,00;Batang Kapas;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 23 SAWAH LIAT;BSU;A;540,00;540,00;0,00;0,00;540,00;0,00;Koto XI Tarusan;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 08 LUNANG;BSU;A;288,00;288,00;0,00;0,00;288,00;0,00;Lunang;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 03 BUKIT TAMBUN TULANG;BSU;A;360,00;360,00;0,00;0,00;360,00;0,00;Batang Kapas;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SMAN 2 KOTO XI TARUSAN;BSU;A;540,00;540,00;0,00;0,00;540,00;0,00;Koto XI Tarusan;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 07 SILAUT;BSU;A;288,00;288,00;0,00;0,00;288,00;0,00;Lubuk Bunta;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah  SDN 12 LIMAU SUNDAI;BSU;A;180,00;180,00;0,00;0,00;180,00;0,00;Batang Kapas;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah MTsN 2 PESISIR SELATAN;BSU;A;432,00;432,00;0,00;0,00;432,00;0,00;Bayang;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Yayasan Rimba;BSU;A;2.880,00;2.880,00;0,00;0,00;2.880,00;0,00;Nagari Sungai Pinang;;;LSM
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 24 ANAKAN;BSU;A;180,00;180,00;0,00;0,00;180,00;0,00;Batang Kapas;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SMAN 2 BAYANG;BSU;A;324,00;324,00;0,00;0,00;324,00;0,00;Bayang;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah SDN 28 JORONG NAN TIGO;BSU;A;180,00;180,00;0,00;0,00;180,00;0,00;Batang Kapas;;;Masyarakat
2023;1;Sumatera Barat;Kab. Pesisir Selatan;Bank Sampah MIN 7 PESISIR SELATAN;BSU;A;288,00;288,00;0,00;0,00;288,00;0,00;Bayang;;;Masyarakat
